20:28:18 kwargs,  {'blog_id': 1} <class 'dict'>
22:24:41 kwargs,  {'id': 1} <class 'dict'>
22:24:41 kwargs,  {'id': 1} <class 'dict'>
22:24:41 kwargs,  {'id': 2} <class 'dict'>
22:24:41 kwargs,  {'id': 1} <class 'dict'>
22:24:41 kwargs,  {'id': 1} <class 'dict'>
22:24:41 kwargs,  {'id': 2} <class 'dict'>
22:24:41 kwargs,  {'id': 1} <class 'dict'>
22:24:41 kwargs,  {'id': 1} <class 'dict'>
22:24:41 kwargs,  {'id': 2} <class 'dict'>
22:37:12 kwargs,  {'id': 1} <class 'dict'>
22:37:12 kwargs,  {'id': 2} <class 'dict'>
22:37:12 kwargs,  {'id': 1} <class 'dict'>
22:37:12 kwargs,  {'id': 1} <class 'dict'>
22:37:12 kwargs,  {'id': 2} <class 'dict'>
22:37:12 kwargs,  {'id': 1} <class 'dict'>
22:37:12 kwargs,  {'id': 1} <class 'dict'>
22:37:12 kwargs,  {'id': 2} <class 'dict'>
22:37:12 kwargs,  {'id': 1} <class 'dict'>
22:37:12 kwargs,  {'id': 1} <class 'dict'>
22:37:12 kwargs,  {'id': 2} <class 'dict'>
22:37:12 kwargs,  {'id': 1} <class 'dict'>
22:37:12 kwargs,  {'id': 1} <class 'dict'>
22:37:12 kwargs,  {'id': 2} <class 'dict'>
22:37:12 kwargs,  {'id': 1} <class 'dict'>
22:37:12 kwargs,  {'id': 1} <class 'dict'>
22:37:12 kwargs,  {'id': 2} <class 'dict'>
22:45:38 kwargs,  {'id': 1} <class 'dict'>
22:45:38 kwargs,  {'id': 2} <class 'dict'>
22:45:38 kwargs,  {'id': 1} <class 'dict'>
22:45:38 kwargs,  {'id': 1} <class 'dict'>
22:45:38 kwargs,  {'id': 2} <class 'dict'>
22:45:38 kwargs,  {'id': 1} <class 'dict'>
22:45:38 kwargs,  {'id': 1} <class 'dict'>
22:45:38 kwargs,  {'id': 2} <class 'dict'>
22:45:38 kwargs,  {'id': 1} <class 'dict'>
22:45:38 kwargs,  {'id': 1} <class 'dict'>
22:45:38 kwargs,  {'id': 2} <class 'dict'>
22:45:38 kwargs,  {'id': 1} <class 'dict'>
22:45:38 kwargs,  {'id': 1} <class 'dict'>
22:45:38 kwargs,  {'id': 2} <class 'dict'>
22:45:38 kwargs,  {'id': 1} <class 'dict'>
22:45:38 kwargs,  {'id': 1} <class 'dict'>
22:45:38 kwargs,  {'id': 2} <class 'dict'>
22:45:56 kwargs,  {'id': 1} <class 'dict'>
22:45:56 kwargs,  {'id': 2} <class 'dict'>
22:45:56 kwargs,  {'id': 1} <class 'dict'>
22:45:56 kwargs,  {'id': 1} <class 'dict'>
22:45:56 kwargs,  {'id': 2} <class 'dict'>
22:45:56 kwargs,  {'id': 1} <class 'dict'>
22:45:56 kwargs,  {'id': 1} <class 'dict'>
22:45:56 kwargs,  {'id': 2} <class 'dict'>
22:45:56 kwargs,  {'id': 1} <class 'dict'>
22:45:56 kwargs,  {'id': 1} <class 'dict'>
22:45:56 kwargs,  {'id': 2} <class 'dict'>
22:45:56 kwargs,  {'id': 1} <class 'dict'>
22:45:56 kwargs,  {'id': 1} <class 'dict'>
22:45:56 kwargs,  {'id': 2} <class 'dict'>
22:45:56 kwargs,  {'id': 1} <class 'dict'>
22:45:56 kwargs,  {'id': 1} <class 'dict'>
22:45:56 kwargs,  {'id': 2} <class 'dict'>
22:46:34 kwargs,  {'id': 1} <class 'dict'>
22:46:34 kwargs,  {'id': 2} <class 'dict'>
22:46:34 kwargs,  {'id': 1} <class 'dict'>
22:46:34 kwargs,  {'id': 1} <class 'dict'>
22:46:34 kwargs,  {'id': 2} <class 'dict'>
22:46:34 kwargs,  {'id': 1} <class 'dict'>
22:46:34 kwargs,  {'id': 1} <class 'dict'>
22:46:34 kwargs,  {'id': 2} <class 'dict'>
22:46:34 kwargs,  {'id': 1} <class 'dict'>
22:46:34 kwargs,  {'id': 1} <class 'dict'>
22:46:34 kwargs,  {'id': 2} <class 'dict'>
22:46:34 kwargs,  {'id': 1} <class 'dict'>
22:46:34 kwargs,  {'id': 1} <class 'dict'>
22:46:34 kwargs,  {'id': 2} <class 'dict'>
22:46:34 kwargs,  {'id': 1} <class 'dict'>
22:46:34 kwargs,  {'id': 1} <class 'dict'>
22:46:34 kwargs,  {'id': 2} <class 'dict'>
22:46:35 kwargs,  {'id': 1} <class 'dict'>
22:46:35 kwargs,  {'id': 2} <class 'dict'>
22:46:35 kwargs,  {'id': 1} <class 'dict'>
22:46:35 kwargs,  {'id': 1} <class 'dict'>
22:46:35 kwargs,  {'id': 2} <class 'dict'>
22:46:35 kwargs,  {'id': 1} <class 'dict'>
22:46:35 kwargs,  {'id': 1} <class 'dict'>
22:46:35 kwargs,  {'id': 2} <class 'dict'>
22:46:35 kwargs,  {'id': 1} <class 'dict'>
22:46:35 kwargs,  {'id': 1} <class 'dict'>
22:46:35 kwargs,  {'id': 2} <class 'dict'>
22:46:35 kwargs,  {'id': 1} <class 'dict'>
22:46:35 kwargs,  {'id': 1} <class 'dict'>
22:46:35 kwargs,  {'id': 2} <class 'dict'>
22:46:35 kwargs,  {'id': 1} <class 'dict'>
22:46:35 kwargs,  {'id': 1} <class 'dict'>
22:46:35 kwargs,  {'id': 2} <class 'dict'>
22:47:14 kwargs,  {'id': 1} <class 'dict'>
22:47:14 kwargs,  {'id': 2} <class 'dict'>
22:47:14 kwargs,  {'id': 1} <class 'dict'>
22:47:14 kwargs,  {'id': 1} <class 'dict'>
22:47:14 kwargs,  {'id': 2} <class 'dict'>
22:47:14 kwargs,  {'id': 1} <class 'dict'>
22:47:14 kwargs,  {'id': 1} <class 'dict'>
22:47:14 kwargs,  {'id': 2} <class 'dict'>
22:47:14 kwargs,  {'id': 1} <class 'dict'>
22:47:14 kwargs,  {'id': 1} <class 'dict'>
22:47:14 kwargs,  {'id': 2} <class 'dict'>
22:47:14 kwargs,  {'id': 1} <class 'dict'>
22:47:14 kwargs,  {'id': 1} <class 'dict'>
22:47:14 kwargs,  {'id': 2} <class 'dict'>
22:47:14 kwargs,  {'id': 1} <class 'dict'>
22:47:14 kwargs,  {'id': 1} <class 'dict'>
22:47:14 kwargs,  {'id': 2} <class 'dict'>
22:47:17 kwargs,  {'id': 1} <class 'dict'>
22:47:17 kwargs,  {'id': 2} <class 'dict'>
22:47:17 kwargs,  {'id': 1} <class 'dict'>
22:47:17 kwargs,  {'id': 1} <class 'dict'>
22:47:17 kwargs,  {'id': 2} <class 'dict'>
22:47:17 kwargs,  {'id': 1} <class 'dict'>
22:47:17 kwargs,  {'id': 1} <class 'dict'>
22:47:17 kwargs,  {'id': 2} <class 'dict'>
22:47:17 kwargs,  {'id': 1} <class 'dict'>
22:47:17 kwargs,  {'id': 1} <class 'dict'>
22:47:17 kwargs,  {'id': 2} <class 'dict'>
22:47:17 kwargs,  {'id': 1} <class 'dict'>
22:47:17 kwargs,  {'id': 1} <class 'dict'>
22:47:17 kwargs,  {'id': 2} <class 'dict'>
22:47:17 kwargs,  {'id': 1} <class 'dict'>
22:47:17 kwargs,  {'id': 1} <class 'dict'>
22:47:17 kwargs,  {'id': 2} <class 'dict'>
22:47:36 kwargs,  {'id': 1} <class 'dict'>
22:47:36 kwargs,  {'id': 2} <class 'dict'>
22:47:36 kwargs,  {'id': 1} <class 'dict'>
22:47:36 kwargs,  {'id': 1} <class 'dict'>
22:47:36 kwargs,  {'id': 2} <class 'dict'>
22:47:36 kwargs,  {'id': 1} <class 'dict'>
22:47:36 kwargs,  {'id': 1} <class 'dict'>
22:47:36 kwargs,  {'id': 2} <class 'dict'>
22:47:36 kwargs,  {'id': 1} <class 'dict'>
22:47:36 kwargs,  {'id': 1} <class 'dict'>
22:47:36 kwargs,  {'id': 2} <class 'dict'>
22:47:36 kwargs,  {'id': 1} <class 'dict'>
22:47:36 kwargs,  {'id': 1} <class 'dict'>
22:47:36 kwargs,  {'id': 2} <class 'dict'>
22:47:36 kwargs,  {'id': 1} <class 'dict'>
22:47:36 kwargs,  {'id': 1} <class 'dict'>
22:47:36 kwargs,  {'id': 2} <class 'dict'>
22:48:24 kwargs,  {'tids': '1'} <class 'dict'>
22:48:24 kwargs,  {'id': 1} <class 'dict'>
22:48:24 kwargs,  {'id': 2} <class 'dict'>
22:48:24 kwargs,  {'id': 1} <class 'dict'>
22:48:24 kwargs,  {'id': 1} <class 'dict'>
22:48:24 kwargs,  {'id': 2} <class 'dict'>
22:48:24 kwargs,  {'id': 1} <class 'dict'>
22:48:24 kwargs,  {'id': 1} <class 'dict'>
22:48:24 kwargs,  {'id': 2} <class 'dict'>
22:48:24 kwargs,  {'id': 1} <class 'dict'>
22:48:24 kwargs,  {'id': 1} <class 'dict'>
22:48:24 kwargs,  {'id': 2} <class 'dict'>
22:48:24 kwargs,  {'id': 1} <class 'dict'>
22:48:24 kwargs,  {'id': 1} <class 'dict'>
22:48:24 kwargs,  {'id': 2} <class 'dict'>
22:48:24 kwargs,  {'id': 1} <class 'dict'>
22:48:24 kwargs,  {'id': 1} <class 'dict'>
22:48:24 kwargs,  {'id': 2} <class 'dict'>
22:48:25 kwargs,  {'tids': '2'} <class 'dict'>
22:48:25 kwargs,  {'id': 1} <class 'dict'>
22:48:25 kwargs,  {'id': 2} <class 'dict'>
22:48:25 kwargs,  {'id': 1} <class 'dict'>
22:48:25 kwargs,  {'id': 2} <class 'dict'>
22:48:25 kwargs,  {'id': 1} <class 'dict'>
22:48:25 kwargs,  {'id': 2} <class 'dict'>
22:48:25 kwargs,  {'id': 1} <class 'dict'>
22:48:25 kwargs,  {'id': 2} <class 'dict'>
22:48:25 kwargs,  {'id': 1} <class 'dict'>
22:48:25 kwargs,  {'id': 2} <class 'dict'>
22:48:25 kwargs,  {'id': 1} <class 'dict'>
22:48:25 kwargs,  {'id': 2} <class 'dict'>
22:48:27 kwargs,  {'id': 1} <class 'dict'>
22:48:27 kwargs,  {'id': 2} <class 'dict'>
22:48:27 kwargs,  {'id': 1} <class 'dict'>
22:48:27 kwargs,  {'id': 1} <class 'dict'>
22:48:27 kwargs,  {'id': 2} <class 'dict'>
22:48:27 kwargs,  {'id': 1} <class 'dict'>
22:48:27 kwargs,  {'id': 1} <class 'dict'>
22:48:27 kwargs,  {'id': 2} <class 'dict'>
22:48:27 kwargs,  {'id': 1} <class 'dict'>
22:48:27 kwargs,  {'id': 1} <class 'dict'>
22:48:27 kwargs,  {'id': 2} <class 'dict'>
22:48:27 kwargs,  {'id': 1} <class 'dict'>
22:48:27 kwargs,  {'id': 1} <class 'dict'>
22:48:27 kwargs,  {'id': 2} <class 'dict'>
22:48:27 kwargs,  {'id': 1} <class 'dict'>
22:48:27 kwargs,  {'id': 1} <class 'dict'>
22:48:27 kwargs,  {'id': 2} <class 'dict'>
22:49:10 kwargs,  {'id': 1} <class 'dict'>
22:49:10 kwargs,  {'id': 2} <class 'dict'>
22:49:10 kwargs,  {'id': 1} <class 'dict'>
22:49:10 kwargs,  {'id': 1} <class 'dict'>
22:49:10 kwargs,  {'id': 2} <class 'dict'>
22:49:10 kwargs,  {'id': 1} <class 'dict'>
22:49:10 kwargs,  {'id': 1} <class 'dict'>
22:49:10 kwargs,  {'id': 2} <class 'dict'>
22:49:10 kwargs,  {'id': 1} <class 'dict'>
22:49:10 kwargs,  {'id': 1} <class 'dict'>
22:49:10 kwargs,  {'id': 2} <class 'dict'>
22:49:10 kwargs,  {'id': 1} <class 'dict'>
22:49:10 kwargs,  {'id': 1} <class 'dict'>
22:49:10 kwargs,  {'id': 2} <class 'dict'>
22:49:10 kwargs,  {'id': 1} <class 'dict'>
22:49:10 kwargs,  {'id': 1} <class 'dict'>
22:49:10 kwargs,  {'id': 2} <class 'dict'>
23:20:09 kwargs,  {'id': 1} <class 'dict'>
23:20:09 kwargs,  {'id': 2} <class 'dict'>
23:20:09 kwargs,  {'id': 1} <class 'dict'>
23:20:09 kwargs,  {'id': 1} <class 'dict'>
23:20:09 kwargs,  {'id': 2} <class 'dict'>
23:20:09 kwargs,  {'id': 1} <class 'dict'>
23:20:09 kwargs,  {'id': 1} <class 'dict'>
23:20:09 kwargs,  {'id': 2} <class 'dict'>
23:23:56 kwargs,  {'id': 1} <class 'dict'>
23:23:56 kwargs,  {'id': 2} <class 'dict'>
23:23:56 kwargs,  {'id': 1} <class 'dict'>
23:23:56 kwargs,  {'id': 1} <class 'dict'>
23:23:56 kwargs,  {'id': 2} <class 'dict'>
23:23:56 kwargs,  {'id': 1} <class 'dict'>
23:23:56 kwargs,  {'id': 1} <class 'dict'>
23:23:56 kwargs,  {'id': 2} <class 'dict'>
23:24:01 kwargs,  {'id': 1} <class 'dict'>
23:24:01 kwargs,  {'id': 1} <class 'dict'>
23:24:01 kwargs,  {'id': 2} <class 'dict'>
23:24:01 kwargs,  {'id': 1} <class 'dict'>
23:24:01 kwargs,  {'id': 1} <class 'dict'>
23:24:01 kwargs,  {'id': 2} <class 'dict'>
23:24:01 kwargs,  {'id': 1} <class 'dict'>
23:24:02 kwargs,  {'id': 1} <class 'dict'>
23:24:02 kwargs,  {'id': 2} <class 'dict'>
23:24:02 kwargs,  {'id': 1} <class 'dict'>
23:24:02 kwargs,  {'id': 1} <class 'dict'>
23:24:02 kwargs,  {'id': 2} <class 'dict'>
23:24:02 kwargs,  {'id': 1} <class 'dict'>
23:24:02 kwargs,  {'id': 1} <class 'dict'>
23:24:02 kwargs,  {'id': 2} <class 'dict'>
23:24:05 kwargs,  {'id': 1} <class 'dict'>
23:24:05 kwargs,  {'id': 1} <class 'dict'>
23:24:05 kwargs,  {'id': 2} <class 'dict'>
23:24:05 kwargs,  {'id': 1} <class 'dict'>
23:24:05 kwargs,  {'id': 1} <class 'dict'>
23:24:05 kwargs,  {'id': 2} <class 'dict'>
23:24:05 kwargs,  {'id': 1} <class 'dict'>
23:24:11 kwargs,  {'id': 1} <class 'dict'>
23:24:11 kwargs,  {'id': 1} <class 'dict'>
23:24:11 kwargs,  {'id': 2} <class 'dict'>
23:24:11 kwargs,  {'id': 1} <class 'dict'>
23:24:11 kwargs,  {'id': 1} <class 'dict'>
23:24:11 kwargs,  {'id': 2} <class 'dict'>
23:24:11 kwargs,  {'id': 1} <class 'dict'>
23:24:18 kwargs,  {'id': 1} <class 'dict'>
23:24:18 kwargs,  {'id': 2} <class 'dict'>
23:24:18 kwargs,  {'id': 1} <class 'dict'>
23:24:18 kwargs,  {'id': 1} <class 'dict'>
23:24:18 kwargs,  {'id': 2} <class 'dict'>
23:24:18 kwargs,  {'id': 1} <class 'dict'>
23:24:18 kwargs,  {'id': 1} <class 'dict'>
23:24:18 kwargs,  {'id': 2} <class 'dict'>
23:24:24 kwargs,  {'id': 1} <class 'dict'>
23:24:24 kwargs,  {'id': 1} <class 'dict'>
23:24:24 kwargs,  {'id': 2} <class 'dict'>
23:24:24 kwargs,  {'id': 1} <class 'dict'>
23:24:24 kwargs,  {'id': 1} <class 'dict'>
23:24:24 kwargs,  {'id': 2} <class 'dict'>
23:24:24 kwargs,  {'id': 1} <class 'dict'>
23:24:36 kwargs,  {'id': 1} <class 'dict'>
23:24:36 kwargs,  {'id': 2} <class 'dict'>
23:24:36 kwargs,  {'id': 1} <class 'dict'>
23:24:36 kwargs,  {'id': 1} <class 'dict'>
23:24:36 kwargs,  {'id': 2} <class 'dict'>
23:24:36 kwargs,  {'id': 1} <class 'dict'>
23:24:36 kwargs,  {'id': 1} <class 'dict'>
23:24:36 kwargs,  {'id': 2} <class 'dict'>
23:24:41 kwargs,  {'id': 1} <class 'dict'>
23:24:41 kwargs,  {'id': 2} <class 'dict'>
23:24:41 kwargs,  {'id': 1} <class 'dict'>
23:24:41 kwargs,  {'id': 1} <class 'dict'>
23:24:41 kwargs,  {'id': 2} <class 'dict'>
23:24:41 kwargs,  {'id': 1} <class 'dict'>
23:24:41 kwargs,  {'id': 1} <class 'dict'>
23:24:41 kwargs,  {'id': 2} <class 'dict'>
23:26:56 kwargs,  {'tids': '2'} <class 'dict'>
23:26:56 kwargs,  {'id': 1} <class 'dict'>
23:26:56 kwargs,  {'id': 2} <class 'dict'>
23:26:56 kwargs,  {'id': 1} <class 'dict'>
23:26:56 kwargs,  {'id': 2} <class 'dict'>
23:26:56 kwargs,  {'id': 1} <class 'dict'>
23:26:56 kwargs,  {'id': 2} <class 'dict'>
23:26:56 kwargs,  {'id': 1} <class 'dict'>
23:26:56 kwargs,  {'id': 2} <class 'dict'>
23:26:59 kwargs,  {'tids': '1'} <class 'dict'>
23:26:59 kwargs,  {'id': 1} <class 'dict'>
23:26:59 kwargs,  {'id': 2} <class 'dict'>
23:26:59 kwargs,  {'id': 1} <class 'dict'>
23:26:59 kwargs,  {'id': 1} <class 'dict'>
23:26:59 kwargs,  {'id': 2} <class 'dict'>
23:26:59 kwargs,  {'id': 1} <class 'dict'>
23:27:02 kwargs,  {'tids': '2'} <class 'dict'>
23:27:02 kwargs,  {'id': 1} <class 'dict'>
23:27:02 kwargs,  {'id': 2} <class 'dict'>
23:27:02 kwargs,  {'id': 1} <class 'dict'>
23:27:02 kwargs,  {'id': 2} <class 'dict'>
23:27:02 kwargs,  {'id': 1} <class 'dict'>
23:27:02 kwargs,  {'id': 2} <class 'dict'>
23:27:02 kwargs,  {'id': 1} <class 'dict'>
23:27:02 kwargs,  {'id': 2} <class 'dict'>
23:27:04 kwargs,  {'id': 1} <class 'dict'>
23:27:04 kwargs,  {'id': 1} <class 'dict'>
23:27:04 kwargs,  {'id': 2} <class 'dict'>
23:27:04 kwargs,  {'id': 1} <class 'dict'>
23:27:04 kwargs,  {'id': 1} <class 'dict'>
23:27:04 kwargs,  {'id': 2} <class 'dict'>
23:27:06 kwargs,  {'id': 1} <class 'dict'>
23:27:06 kwargs,  {'id': 2} <class 'dict'>
23:27:06 kwargs,  {'id': 1} <class 'dict'>
23:27:06 kwargs,  {'id': 1} <class 'dict'>
23:27:06 kwargs,  {'id': 2} <class 'dict'>
23:27:06 kwargs,  {'id': 1} <class 'dict'>
23:27:08 kwargs,  {'id': 1} <class 'dict'>
23:27:08 kwargs,  {'id': 1} <class 'dict'>
23:27:08 kwargs,  {'id': 2} <class 'dict'>
23:27:08 kwargs,  {'id': 1} <class 'dict'>
23:27:08 kwargs,  {'id': 1} <class 'dict'>
23:27:08 kwargs,  {'id': 2} <class 'dict'>
23:27:11 kwargs,  {'id': 1} <class 'dict'>
23:27:11 kwargs,  {'id': 1} <class 'dict'>
23:27:11 kwargs,  {'id': 2} <class 'dict'>
23:27:11 kwargs,  {'id': 1} <class 'dict'>
23:27:11 kwargs,  {'id': 1} <class 'dict'>
23:27:11 kwargs,  {'id': 2} <class 'dict'>
23:27:16 kwargs,  {'tids': '2'} <class 'dict'>
23:27:16 kwargs,  {'id': 1} <class 'dict'>
23:27:16 kwargs,  {'id': 2} <class 'dict'>
23:27:16 kwargs,  {'id': 1} <class 'dict'>
23:27:16 kwargs,  {'id': 2} <class 'dict'>
23:27:16 kwargs,  {'id': 1} <class 'dict'>
23:27:16 kwargs,  {'id': 2} <class 'dict'>
23:27:16 kwargs,  {'id': 1} <class 'dict'>
23:27:16 kwargs,  {'id': 2} <class 'dict'>
23:27:19 kwargs,  {'id': 1} <class 'dict'>
23:27:19 kwargs,  {'id': 1} <class 'dict'>
23:27:19 kwargs,  {'id': 2} <class 'dict'>
23:27:19 kwargs,  {'id': 1} <class 'dict'>
23:27:19 kwargs,  {'id': 1} <class 'dict'>
23:27:19 kwargs,  {'id': 2} <class 'dict'>
23:27:24 kwargs,  {'tids': '2'} <class 'dict'>
23:27:24 kwargs,  {'id': 1} <class 'dict'>
23:27:24 kwargs,  {'id': 2} <class 'dict'>
23:27:24 kwargs,  {'id': 1} <class 'dict'>
23:27:24 kwargs,  {'id': 2} <class 'dict'>
23:27:24 kwargs,  {'id': 1} <class 'dict'>
